accession	species	superkingdom	phylum	class	order	family	genus	data_type
3300025297_21	3300025297_21							unsupervised
3300025198_2	3300025198_2							unsupervised
3300008382_3	3300008382_3							unsupervised
3300014765_1	3300014765_1							unsupervised
3300029607_31	3300029607_31							unsupervised
3300027419_12	3300027419_12							unsupervised
3300027262_5	3300027262_5							unsupervised
3300013100_20	3300013100_20							unsupervised
3300029034_10	3300029034_10							unsupervised
3300025865_20	3300025865_20							unsupervised
3300006226_76	3300006226_76							unsupervised
3300003894_18	3300003894_18							unsupervised
3300008650_7	3300008650_7							unsupervised
3300029132_18	3300029132_18							unsupervised
3300017929_26	3300017929_26							unsupervised
3300011977_20	3300011977_20							unsupervised
3300024185_7	3300024185_7							unsupervised
3300029490_19	3300029490_19							unsupervised
3300008485_3	3300008485_3							unsupervised
3300024357_5	3300024357_5							unsupervised
3300029328_6	3300029328_6							unsupervised
3300027607_31	3300027607_31							unsupervised
3300029587_26	3300029587_26							unsupervised
3300008299_9	3300008299_9							unsupervised
3300013636_1	3300013636_1							unsupervised
3300027819_104	3300027819_104							unsupervised
3300010281_12	3300010281_12							unsupervised
3300029719_42	3300029719_42							unsupervised
3300029351_9	3300029351_9							unsupervised
3300000497_2	3300000497_2							unsupervised
3300007220_11	3300007220_11							unsupervised
3300011596_1	3300011596_1							unsupervised
3300029617_25	3300029617_25							unsupervised
3300011915_2	3300011915_2							unsupervised
3300010274_28	3300010274_28							unsupervised
3300029571_26	3300029571_26							unsupervised
3300028591_32	3300028591_32							unsupervised
3300013126_97	3300013126_97							unsupervised
3300029113_17	3300029113_17							unsupervised
3300009779_48	3300009779_48							unsupervised
3300011806_1	3300011806_1							unsupervised
3300029576_23	3300029576_23							unsupervised
3300008734_13	3300008734_13							unsupervised
3300027051_25	3300027051_25							unsupervised
3300025161_7	3300025161_7							unsupervised
3300026112_3	3300026112_3							unsupervised
3300029430_18	3300029430_18							unsupervised
3300028071_5	3300028071_5							unsupervised
3300025294_16	3300025294_16							unsupervised
3300027276_54	3300027276_54							unsupervised
3300009769_17	3300009769_17							unsupervised
3300017996_18	3300017996_18							unsupervised
3300029330_20	3300029330_20							unsupervised
3300014525_5	3300014525_5							unsupervised
3300025724_4	3300025724_4							unsupervised
3300028561_55	3300028561_55							unsupervised
3300011765_3	3300011765_3							unsupervised
3300029702_24	3300029702_24							unsupervised
3300029505_9	3300029505_9							unsupervised
3300029845_32	3300029845_32							unsupervised
3300029044_15	3300029044_15							unsupervised
3300029622_30	3300029622_30							unsupervised
3300008461_6	3300008461_6							unsupervised
3300024423_7	3300024423_7							unsupervised
3300024922_7	3300024922_7							unsupervised
3300020369_11	3300020369_11							unsupervised
3300029185_13	3300029185_13							unsupervised
3300021319_13	3300021319_13							unsupervised
3300027848_51	3300027848_51							unsupervised
3300025672_12	3300025672_12							unsupervised
3300029460_10	3300029460_10							unsupervised
3300029709_32	3300029709_32							unsupervised
3300029203_16	3300029203_16							unsupervised
3300025258_11	3300025258_11							unsupervised
3300027832_112	3300027832_112							unsupervised
3300025691_113	3300025691_113							unsupervised
3300029856_26	3300029856_26							unsupervised
3300022753_94	3300022753_94							unsupervised
3300027276_108	3300027276_108							unsupervised
3300022177_31	3300022177_31							unsupervised
3300025715_14	3300025715_14							unsupervised
3300025932_7	3300025932_7							unsupervised
3300011584_2	3300011584_2							unsupervised
3300009363_20	3300009363_20							unsupervised
3300012878_9	3300012878_9							unsupervised
3300020079_31	3300020079_31							unsupervised
3300007345_7	3300007345_7							unsupervised
3300006321_5	3300006321_5							unsupervised
3300029409_13	3300029409_13							unsupervised
3300013721_2	3300013721_2							unsupervised
3300018025_21	3300018025_21							unsupervised
3300012974_27	3300012974_27							unsupervised
3300012153_2	3300012153_2							unsupervised
3300029784_32	3300029784_32							unsupervised
3300029712_22	3300029712_22							unsupervised
3300009083_186	3300009083_186							unsupervised
3300020200_26	3300020200_26							unsupervised
3300027547_7	3300027547_7							unsupervised
3300021318_26	3300021318_26							unsupervised
3300025305_12	3300025305_12							unsupervised
3300012859_13	3300012859_13							unsupervised
3300021424_46	3300021424_46							unsupervised
3300006260_20	3300006260_20							unsupervised
3300027820_35	3300027820_35							unsupervised
3300012999_18	3300012999_18							unsupervised
3300027323_21	3300027323_21							unsupervised
3300029356_12	3300029356_12							unsupervised
3300027342_6	3300027342_6							unsupervised
3300025525_9	3300025525_9							unsupervised
3300005470_4	3300005470_4							unsupervised
3300010267_5	3300010267_5							unsupervised
3300020477_43	3300020477_43							unsupervised
3300029496_16	3300029496_16							unsupervised
3300011739_6	3300011739_6							unsupervised
3300027419_35	3300027419_35							unsupervised
3300025788_4	3300025788_4							unsupervised
3300029441_25	3300029441_25							unsupervised
3300025731_22	3300025731_22							unsupervised
3300029790_19	3300029790_19							unsupervised
3300007646_15	3300007646_15							unsupervised
3300029494_33	3300029494_33							unsupervised
3300014701_2	3300014701_2							unsupervised
3300013830_20	3300013830_20							unsupervised
3300021387_111	3300021387_111							unsupervised
3300008521_12	3300008521_12							unsupervised
3300029567_24	3300029567_24							unsupervised
3300014519_6	3300014519_6							unsupervised
3300012956_65	3300012956_65							unsupervised
3300029439_11	3300029439_11							unsupervised
3300026286_8	3300026286_8							unsupervised
3300027276_9	3300027276_9							unsupervised
3300029590_13	3300029590_13							unsupervised
3300028603_90	3300028603_90							unsupervised
3300029021_12	3300029021_12							unsupervised
3300010428_12	3300010428_12							unsupervised
3300025529_21	3300025529_21							unsupervised
3300005300_24	3300005300_24							unsupervised
3300024514_4	3300024514_4							unsupervised
3300011202_2	3300011202_2							unsupervised
3300007043_4	3300007043_4							unsupervised
3300011764_2	3300011764_2							unsupervised
3300029567_6	3300029567_6							unsupervised
3300021431_54	3300021431_54							unsupervised
3300013909_1	3300013909_1							unsupervised
3300029795_30	3300029795_30							unsupervised
3300027930_1	3300027930_1							unsupervised
3300029856_24	3300029856_24							unsupervised
3300011567_3	3300011567_3							unsupervised
3300013486_1	3300013486_1							unsupervised
3300027327_26	3300027327_26							unsupervised
3300028624_17	3300028624_17							unsupervised
3300000496_3	3300000496_3							unsupervised
3300029676_19	3300029676_19							unsupervised
3300029501_6	3300029501_6							unsupervised
3300025216_3	3300025216_3							unsupervised
3300029081_4	3300029081_4							unsupervised
3300029483_30	3300029483_30							unsupervised
3300028559_20	3300028559_20							unsupervised
3300029553_21	3300029553_21							unsupervised
3300011892_3	3300011892_3							unsupervised
3300027822_30	3300027822_30							unsupervised
3300029386_8	3300029386_8							unsupervised
3300001679_14	3300001679_14							unsupervised
3300019487_22	3300019487_22							unsupervised
3300026560_1	3300026560_1							unsupervised
3300029620_23	3300029620_23							unsupervised
3300027317_4	3300027317_4							unsupervised
3300029095_7	3300029095_7							unsupervised
3300029006_7	3300029006_7							unsupervised
3300025093_8	3300025093_8							unsupervised
3300006226_69	3300006226_69							unsupervised
3300025545_13	3300025545_13							unsupervised
3300029564_16	3300029564_16							unsupervised
3300029244_12	3300029244_12							unsupervised
3300025611_19	3300025611_19							unsupervised
3300008149_5	3300008149_5							unsupervised
3300022660_81	3300022660_81							unsupervised
3300020578_65	3300020578_65							unsupervised
3300029420_26	3300029420_26							unsupervised
3300007320_24	3300007320_24							unsupervised
3300011551_1	3300011551_1							unsupervised
3300029748_19	3300029748_19							unsupervised
3300011166_2	3300011166_2							unsupervised
3300029337_14	3300029337_14							unsupervised
3300012003_13	3300012003_13							unsupervised
3300021326_35	3300021326_35							unsupervised
3300025044_9	3300025044_9							unsupervised
3300008090_9	3300008090_9							unsupervised
3300029378_17	3300029378_17							unsupervised
3300011486_1	3300011486_1							unsupervised
3300029365_29	3300029365_29							unsupervised
3300027834_41	3300027834_41							unsupervised
3300026863_9	3300026863_9							unsupervised
3300029786_28	3300029786_28							unsupervised
3300014007_3	3300014007_3							unsupervised
3300029491_22	3300029491_22							unsupervised
3300029794_29	3300029794_29							unsupervised
3300029870_14	3300029870_14							unsupervised
3300028654_9	3300028654_9							unsupervised
3300029362_15	3300029362_15							unsupervised
3300025270_13	3300025270_13							unsupervised
3300012275_7	3300012275_7							unsupervised
3300012816_12	3300012816_12							unsupervised
3300006289_12	3300006289_12							unsupervised
3300011479_1	3300011479_1							unsupervised
3300026863_26	3300026863_26							unsupervised
3300007109_4	3300007109_4							unsupervised
3300029504_9	3300029504_9							unsupervised
3300025187_2	3300025187_2							unsupervised
3300027316_9	3300027316_9							unsupervised
3300027327_11	3300027327_11							unsupervised
3300025608_11	3300025608_11							unsupervised
3300013830_11	3300013830_11							unsupervised
3300029232_12	3300029232_12							unsupervised
3300008337_6	3300008337_6							unsupervised
3300012229_1	3300012229_1							unsupervised
3300021338_15	3300021338_15							unsupervised
3300014808_12	3300014808_12							unsupervised
3300029256_15	3300029256_15							unsupervised
3300007298_5	3300007298_5							unsupervised
3300029423_6	3300029423_6							unsupervised
3300029772_12	3300029772_12							unsupervised
3300011560_2	3300011560_2							unsupervised
3300029207_11	3300029207_11							unsupervised
3300011465_2	3300011465_2							unsupervised
3300008341_4	3300008341_4							unsupervised
3300014068_4	3300014068_4							unsupervised
3300009704_35	3300009704_35							unsupervised
3300025518_10	3300025518_10							unsupervised
3300021375_8	3300021375_8							unsupervised
3300029880_18	3300029880_18							unsupervised
3300029759_22	3300029759_22							unsupervised
3300011533_2	3300011533_2							unsupervised
3300029379_15	3300029379_15							unsupervised
3300006253_16	3300006253_16							unsupervised
3300012543_2	3300012543_2							unsupervised
3300025027_3	3300025027_3							unsupervised
3300007705_7	3300007705_7							unsupervised
3300021255_35	3300021255_35							unsupervised
3300008098_3	3300008098_3							unsupervised
3300005512_17	3300005512_17							unsupervised
3300026228_1	3300026228_1							unsupervised
3300011538_2	3300011538_2							unsupervised
3300029460_8	3300029460_8							unsupervised
3300006566_3	3300006566_3							unsupervised
3300025709_33	3300025709_33							unsupervised
3300029633_4	3300029633_4							unsupervised
3300013131_122	3300013131_122							unsupervised
3300027863_31	3300027863_31							unsupervised
3300025662_15	3300025662_15							unsupervised
3300029612_23	3300029612_23							unsupervised
3300028625_10	3300028625_10							unsupervised
3300007976_20	3300007976_20							unsupervised
3300017448_70	3300017448_70							unsupervised
3300029715_33	3300029715_33							unsupervised
