accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_020229735.1	GCF_020229735.1_ASM2022973v1_genomic	Deinococcus taeanensis		Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	supervised	NCBI_RefSeq
GCF_020342335.1	GCF_020342335.1_ASM2034233v1_genomic	Duffyella gerundensis		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Duffyella	supervised	NCBI_RefSeq
GCF_016724785.1	GCF_016724785.1_ASM1672478v1_genomic	Fusobacterium canifelinum		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	supervised	NCBI_RefSeq
GCF_014467055.1	GCF_014467055.1_ASM1446705v1_genomic	Caproicibacterium amylolyticum		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	supervised	NCBI_RefSeq
GCF_034137685.1	GCF_034137685.1_ASM3413768v1_genomic	Streptococcus dentalis		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	supervised	NCBI_RefSeq
GCF_024453835.1	GCF_024453835.1_ASM2445383v1_genomic	Corynebacterium genitalium		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	supervised	NCBI_RefSeq
GCF_002370195.2	GCF_002370195.2_ASM237019v2_genomic	Ureibacillus thermosphaericus		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	supervised	NCBI_RefSeq
GCF_964027005.1	GCF_964027005.1_iyOxyArmt1.Wolbachia_sp_1.1_genomic	Wolbachia endosymbiont (group A) of Oxytorus armatus		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_003201765.2	GCF_003201765.2_ASM320176v2_genomic	Acidianus sulfidivorans		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	supervised	NCBI_RefSeq
GCF_016495725.1	GCF_016495725.1_ASM1649572v1_genomic	Salicibibacter cibarius		Bacillota	Bacilli	Bacillales	Bacillaceae	Salicibibacter	supervised	NCBI_RefSeq
GCF_000973705.1	GCF_000973705.1_ASM97370v1_genomic	Clostridium sporogenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	supervised	NCBI_RefSeq
GCF_029542785.1	GCF_029542785.1_ASM2954278v1_genomic	Malassezia japonica		Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	supervised	NCBI_RefSeq
GCF_022655595.1	GCF_022655595.1_ASM2265559v1_genomic	Ignatzschineria rhizosphaerae		Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Ignatzschineriaceae	Ignatzschineria	supervised	NCBI_RefSeq
GCF_013003985.1	GCF_013003985.1_ASM1300398v1_genomic	Usitatibacter palustris		Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Usitatibacteraceae	Usitatibacter	supervised	NCBI_RefSeq
GCF_030252325.1	GCF_030252325.1_ASM3025232v1_genomic	Candidatus Mycobacterium wuenschmannii		Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	supervised	NCBI_RefSeq
GCF_000234805.1	GCF_000234805.1_ASM23480v1_genomic	Pyrobaculum ferrireducens		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	supervised	NCBI_RefSeq
GCF_024498335.1	GCF_024498335.1_ASM2449833v1_genomic	Halobellus inordinatus		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halobellus	supervised	NCBI_RefSeq
GCF_964028535.1	GCF_964028535.1_ilEnnEroa1.Wolbachia_sp_2.1_genomic	Wolbachia endosymbiont (group A) of Ennomos erosarius		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_000217715.1	GCF_000217715.1_ASM21771v1_genomic	Halopiger xanaduensis		Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halopiger	supervised	NCBI_RefSeq
GCF_900637105.1	GCF_900637105.1_48290_D02_genomic	Moraxella cuniculi		Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	supervised	NCBI_RefSeq
GCF_001304615.2	GCF_001304615.2_ASM130461v2_genomic	Methanosarcina flavescens		Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	supervised	NCBI_RefSeq
GCF_000026205.1	GCF_000026205.1_ASM2620v1_genomic	Candidatus Phytoplasma mali		Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	supervised	NCBI_RefSeq
GCF_019880385.1	GCF_019880385.1_ASM1988038v1_genomic	Nocardioides coralli		Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	supervised	NCBI_RefSeq
GCF_001742185.1	GCF_001742185.1_ASM174218v1_genomic	Pectobacterium wasabiae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	supervised	NCBI_RefSeq
GCF_039691755.1	GCF_039691755.1_ASM3969175v1_genomic	Halomonas kashgarensis		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	supervised	NCBI_RefSeq
GCF_002214465.1	GCF_002214465.1_ASM221446v1_genomic	Thermococcus barossii		Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	supervised	NCBI_RefSeq
GCF_003952265.1	GCF_003952265.1_ASM395226v1_genomic	Flaviflexus salsibiostraticola		Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Flaviflexus	supervised	NCBI_RefSeq
GCF_964028325.1	GCF_964028325.1_iyHedRose1.Wolbachia_sp_1.1_genomic	Wolbachia endosymbiont (group A) of Hedychridium roseum		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_000013645.1	GCF_000013645.1_ASM1364v1_genomic	Paraburkholderia xenovorans		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	supervised	NCBI_RefSeq
GCF_020700235.1	GCF_020700235.1_ASM2070023v1_genomic	Haladaptatus pallidirubidus		Methanobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	supervised	NCBI_RefSeq
GCF_002847445.1	GCF_002847445.1_ASM284744v1_genomic	Paracoccus zhejiangensis		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	supervised	NCBI_RefSeq
GCF_042847215.1	GCF_042847215.1_ASM4284721v1_genomic	Gilvimarinus japonicus		Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Gilvimarinus	supervised	NCBI_RefSeq
GCF_900155645.1	GCF_900155645.1_Propionibacterium_massiliense_genomic	Vaginimicrobium propionicum		Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Vaginimicrobium	supervised	NCBI_RefSeq
GCF_001543145.1	GCF_001543145.1_ASM154314v1_genomic	Aerococcus sanguinicola		Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	supervised	NCBI_RefSeq
GCF_900149385.2	GCF_900149385.2_4-29b_chromosome_genomic	Chlamydia suis		Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	supervised	NCBI_RefSeq
GCF_014595995.2	GCF_014595995.2_ASM1459599v2_genomic	Actinomyces respiraculi		Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	supervised	NCBI_RefSeq
GCF_020025155.1	GCF_020025155.1_ASM2002515v1_genomic	Halopseudomonas nanhaiensis		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Halopseudomonas	supervised	NCBI_RefSeq
GCF_000166415.1	GCF_000166415.1_ASM16641v1_genomic	Halanaerobium hydrogeniformans		Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	supervised	NCBI_RefSeq
GCF_001007935.1	GCF_001007935.1_ASM100793v1_genomic	Nitrosomonas communis		Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	supervised	NCBI_RefSeq
GCF_015167415.1	GCF_015167415.1_ASM1516741v1_genomic	Kosakonia pseudosacchari		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	supervised	NCBI_RefSeq
GCF_014764365.1	GCF_014764365.1_ASM1476436v1_genomic	Roseococcus microcysteis		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseococcus	supervised	NCBI_RefSeq
GCF_004795975.1	GCF_004795975.1_ASM479597v1_genomic	Wolbachia endosymbiont of Drosophila mauritiana		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_000016385.1	GCF_000016385.1_ASM1638v1_genomic	Pyrobaculum arsenaticum		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	supervised	NCBI_RefSeq
GCF_014623485.1	GCF_014623485.1_ASM1462348v1_genomic	Chryseobacterium manosquense		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	supervised	NCBI_RefSeq
GCF_030506285.1	GCF_030506285.1_ASM3050628v1_genomic	Catalinimonas niigatensis		Bacteroidota	Cytophagia	Cytophagales	Catalimonadaceae	Catalinimonas	supervised	NCBI_RefSeq
GCF_021172025.1	GCF_021172025.1_ASM2117202v1_genomic	Microbacterium resistens		Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	supervised	NCBI_RefSeq
GCF_000008325.1	GCF_000008325.1_ASM832v1_genomic	Methylococcus capsulatus		Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	supervised	NCBI_RefSeq
GCF_001038625.1	GCF_001038625.1_ASM103862v1_genomic	Clostridium carboxidivorans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	supervised	NCBI_RefSeq
GCF_030622045.1	GCF_030622045.1_ASM3062204v1_genomic	Planctellipticum variicoloris		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctellipticum	supervised	NCBI_RefSeq
GCF_000767685.1	GCF_000767685.1_ASM76768v1_genomic	Corynebacterium ramonii		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	supervised	NCBI_RefSeq
GCF_002009295.1	GCF_002009295.1_ASM200929v1_genomic	Komagataeibacter nataicola		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter	supervised	NCBI_RefSeq
GCF_002393505.1	GCF_002393505.1_ASM239350v1_genomic	Providencia alcalifaciens		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	supervised	NCBI_RefSeq
GCF_001543105.1	GCF_001543105.1_ASM154310v1_genomic	Aerococcus christensenii		Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	supervised	NCBI_RefSeq
GCF_016834455.1	GCF_016834455.1_ASM1683445v1_genomic	Shewanella litorisediminis		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	supervised	NCBI_RefSeq
GCF_964019755.1	GCF_964019755.1_icPolCerv1.Spiroplasma_sp_1.1_genomic	Spiroplasma endosymbiont of Polydrusus cervinus		Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	supervised	NCBI_RefSeq
GCF_019551435.1	GCF_019551435.1_ASM1955143v1_genomic	Lysobacter soyae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	supervised	NCBI_RefSeq
GCF_003970735.1	GCF_003970735.1_ASM397073v1_genomic	Silicimonas algicola		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Silicimonas	supervised	NCBI_RefSeq
GCF_002104335.1	GCF_002104335.1_ASM210433v1_genomic	Campylobacter cuniculorum		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	supervised	NCBI_RefSeq
GCF_900105105.1	GCF_900105105.1_IMG-taxon_2675903128_annotated_assembly_genomic	Maribacter dokdonensis		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	supervised	NCBI_RefSeq
GCF_014764405.1	GCF_014764405.1_ASM1476440v1_genomic	Micromonospora craniellae		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	supervised	NCBI_RefSeq
GCF_000300235.2	GCF_000300235.2_ASM30023v2_genomic	Thalassospira xiamenensis		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	supervised	NCBI_RefSeq
GCF_902459475.1	GCF_902459475.1_pb_189-1_HGAP3_CTR_genomic	Aquicella lusitana		Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	supervised	NCBI_RefSeq
GCF_000348985.1	GCF_000348985.1_ASM34898v1_genomic	Huiozyma naganishii		Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Huiozyma	supervised	NCBI_RefSeq
GCF_000517625.1	GCF_000517625.1_ASM51762v1_genomic	Halostagnicola larsenii		Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halostagnicola	supervised	NCBI_RefSeq
GCF_034356035.1	GCF_034356035.1_ASM3435603v1_genomic	Blautia hydrogenotrophica		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	supervised	NCBI_RefSeq
GCF_002752675.1	GCF_002752675.1_ASM275267v1_genomic	Massilia violaceinigra		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	supervised	NCBI_RefSeq
GCF_013307245.1	GCF_013307245.1_ASM1330724v1_genomic	Polynucleobacter antarcticus		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	supervised	NCBI_RefSeq
GCF_021609905.1	GCF_021609905.1_ASM2160990v1_genomic	Wolbachia endosymbiont of Delia radicum		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	supervised	NCBI_RefSeq
GCF_002043005.1	GCF_002043005.1_ASM204300v1_genomic	Martelella mediterranea		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Martelella	supervised	NCBI_RefSeq
GCF_000612685.1	GCF_000612685.1_scf7180000000004_genomic	Castellaniella defragrans		Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	supervised	NCBI_RefSeq
GCF_000015805.1	GCF_000015805.1_ASM1580v1_genomic	Pyrobaculum calidifontis		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	supervised	NCBI_RefSeq
GCF_002290085.1	GCF_002290085.1_ASM229008v1_genomic	Mesoplasma chauliocola		Mycoplasmatota	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	supervised	NCBI_RefSeq
GCF_008035925.1	GCF_008035925.1_ASM803592v1_genomic	Stieleria maiorica		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	supervised	NCBI_RefSeq
GCF_000328685.1	GCF_000328685.1_ASM32868v1_genomic	Natronococcus occultus		Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronococcus	supervised	NCBI_RefSeq
GCF_021233415.1	GCF_021233415.1_ASM2123341v1_genomic	Halobacterium litoreum		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	supervised	NCBI_RefSeq
GCF_000007185.1	GCF_000007185.1_ASM718v1_genomic	Methanopyrus kandleri		Methanobacteriota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	supervised	NCBI_RefSeq
GCF_000182965.3	GCF_000182965.3_ASM18296v3_genomic	Candida albicans		Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	supervised	NCBI_RefSeq
GCF_002754935.1	GCF_002754935.1_ASM275493v1_genomic	Parathermosynechococcus lividus		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Parathermosynechococcus	supervised	NCBI_RefSeq
GCF_000017945.1	GCF_000017945.1_ASM1794v1_genomic	Ignicoccus hospitalis		Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus	supervised	NCBI_RefSeq
GCF_009901525.1	GCF_009901525.1_ASM990152v1_genomic	Kordia antarctica		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	supervised	NCBI_RefSeq
GCF_040450955.1	GCF_040450955.1_ASM4045095v1_genomic	Thermodesulfovibrio autotrophicus		Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	supervised	NCBI_RefSeq
GCF_000740895.1	GCF_000740895.1_ASM74089v1_genomic	Theileria orientalis		Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	supervised	NCBI_RefSeq
GCF_040281505.1	GCF_040281505.1_ASM4028150v1_genomic	Pseudomonas solani		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_019711375.1	GCF_019711375.1_ASM1971137v1_genomic	Qipengyuania aurantiaca		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Qipengyuania	supervised	NCBI_RefSeq
GCF_000023945.1	GCF_000023945.1_ASM2394v1_genomic	Halorhabdus utahensis		Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	supervised	NCBI_RefSeq
GCF_003019675.1	GCF_003019675.1_ASM301967v1_genomic	Fusobacterium ulcerans		Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	supervised	NCBI_RefSeq
GCF_043587585.1	GCF_043587585.1_ASM4358758v1_genomic	GCF_043587585.1_ASM4358758v1_genomic							supervised	NCBI_RefSeq
GCF_001856685.1	GCF_001856685.1_ASM185668v1_genomic	Boudabousia tangfeifanii		Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Boudabousia	supervised	NCBI_RefSeq
GCF_037055245.1	GCF_037055245.1_ASM3705524v1_genomic	Brevundimonas olei		Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	supervised	NCBI_RefSeq
GCF_020097815.1	GCF_020097815.1_ASM2009781v1_genomic	Haloprofundus salinisoli		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloprofundus	supervised	NCBI_RefSeq
GCF_000185805.1	GCF_000185805.1_ASM18580v1_genomic	Thermovibrio ammonificans		Aquificota	Aquificia	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio	supervised	NCBI_RefSeq
GCF_900637075.1	GCF_900637075.1_48128_D02_genomic	Streptococcus pseudoporcinus		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	supervised	NCBI_RefSeq
GCF_008824185.1	GCF_008824185.1_ASM882418v1_genomic	Paracoccus pantotrophus		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	supervised	NCBI_RefSeq
GCF_000227115.2	GCF_000227115.2_ASM22711v2_genomic	Naumovozyma dairenensis		Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	supervised	NCBI_RefSeq
GCF_032850805.1	GCF_032850805.1_ASM3285080v1_genomic	Hydrogenimonas thermophila		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Hydrogenimonadaceae	Hydrogenimonas	supervised	NCBI_RefSeq
GCF_000021325.1	GCF_000021325.1_ASM2132v1_genomic	Gluconacetobacter diazotrophicus		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	supervised	NCBI_RefSeq
GCF_030687395.1	GCF_030687395.1_ASM3068739v1_genomic	Pseudomonas wuhanensis		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_000017685.1	GCF_000017685.1_ASM1768v1_genomic	Leptospira biflexa		Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	supervised	NCBI_RefSeq
GCF_001983935.1	GCF_001983935.1_ASM198393v1_genomic	Fuerstiella marisgermanici		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Fuerstiella	supervised	NCBI_RefSeq
GCF_003851555.1	GCF_003851555.1_ASM385155v1_genomic	Pseudomonas synxantha		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_014896945.1	GCF_014896945.1_ASM1489694v1_genomic	Candidatus Bodocaedibacter vickermanii		Pseudomonadota	Alphaproteobacteria	Holosporales	Candidatus Paracaedibacteraceae	Candidatus Bodocaedibacter	supervised	NCBI_RefSeq
GCF_036323395.1	GCF_036323395.1_ASM3632339v1_genomic	Pyrodictium abyssi		Thermoproteota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	supervised	NCBI_RefSeq
GCF_041154675.1	GCF_041154675.1_ASM4115467v1_genomic	Sulfurisphaera javensis		Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera	supervised	NCBI_RefSeq
GCF_024752535.1	GCF_024752535.1_ASM2475253v1_genomic	Streptomyces albus		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_001999245.1	GCF_001999245.1_ASM199924v1_genomic	Roseibium algicola		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	supervised	NCBI_RefSeq
GCF_016458825.1	GCF_016458825.1_ASM1645882v1_genomic	Miniphocaeibacter halophilus		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Miniphocaeibacter	supervised	NCBI_RefSeq
GCF_036251935.1	GCF_036251935.1_ASM3625193v1_genomic	Orbus wheelerorum		Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Orbus	supervised	NCBI_RefSeq
GCF_900103625.1	GCF_900103625.1_IMG-taxon_2634166344_annotated_assembly_genomic	Corynebacterium mycetoides		Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	supervised	NCBI_RefSeq
GCF_000091545.1	GCF_000091545.1_ASM9154v1_genomic	Thermus thermophilus		Deinococcota	Deinococci	Thermales	Thermaceae	Thermus	supervised	NCBI_RefSeq
GCF_014268375.2	GCF_014268375.2_ASM1426837v2_genomic	Pseudomonas salmasensis		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_000214175.1	GCF_000214175.1_ASM21417v1_genomic	Hoyosella subflava		Actinomycetota	Actinomycetes	Mycobacteriales	Hoyosellaceae	Hoyosella	supervised	NCBI_RefSeq
GCF_000012865.1	GCF_000012865.1_ASM1286v1_genomic	Carboxydothermus hydrogenoformans		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	supervised	NCBI_RefSeq
GCF_001702115.1	GCF_001702115.1_ASM170211v1_genomic	Fructilactobacillus lindneri		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	supervised	NCBI_RefSeq
GCF_003860585.1	GCF_003860585.1_ASM386058v1_genomic	Kaistella carnis		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	supervised	NCBI_RefSeq
GCF_949794035.1	GCF_949794035.1_EBP3064_genome_genomic	Serratia proteamaculans		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	supervised	NCBI_RefSeq
GCF_000190735.1	GCF_000190735.1_ASM19073v2_genomic	Pseudopedobacter saltans		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pseudopedobacter	supervised	NCBI_RefSeq
GCF_000022265.1	GCF_000022265.1_ASM2226v1_genomic	Geotalea daltonii		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	supervised	NCBI_RefSeq
GCF_031326225.1	GCF_031326225.1_ASM3132622v1_genomic	Undibacterium cyanobacteriorum		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	supervised	NCBI_RefSeq
